Artist Name,Slug,Category,Image URL,Bio
Craig Morris,craig-morris,digital-piano,https://pub-8da77878131e4c099bb045b914814926.r2.dev/kawaius/artists/craig_morris.jpg,"Road Tours with (Piano and Harmony):
Ronnie McDowell, Donny and Marie Osmond, Dan Seals, Pam Tillis, Dobie Gray, Jimmy Hall, Craig Morgan and currently touring with country legend, Loretta Lynn. Craig has written songs recorded and released by Ronnie McDowell, The Oak Ridge Boys, John Conlee, Ray Charles, Gene Watson, Reba McEntire, 4Runner, Andy Williams, Patti Page, Ray Price and Craig Morgan Staff Singer on TNN’s Nashville Now Show hosted by Ralph Emery 1988-1993.  I got the opportunity to work with many of my heroes on Nashville Now such as Johnny Cash, Minnie Pearl (Sarah Cannon),  Tennessee Ernie Ford,  Charlie Rich, The Monkees, Faron Young, Roger Miller, The Commodores, John Denver and many others. Lead singer for 4Runner on Polydor/A&M Reocrds whose biggest hit, Cain’s Blood led to road tours with Tim McGraw and Kenny Rogers and a musical guest slot on Jay Leno’s The Tonight Show. Nominated with 4Runner for the Academy of Country Music’s “Best Duo or Group ‘ and 2 nominations for best group on TNN’s Music City News Awards. Currently own and operates  “The Back Porch Recording Studio,” a pro-tools digital recording facility. Instrument: Kawai MP7 Stage Piano &nbsp;"
Muse,muse,digital-piano,https://pub-8da77878131e4c099bb045b914814926.r2.dev/kawaius/artists/muse-1.jpg,"Muse is an alternative rock band from Teignmouth, England, United Kingdom. The band consists of Matthew Bellamy on lead vocals, piano, keyboard and guitar, Chris Wolstenholme on backing vocals and bass guitar, and Dominic Howard on drums and percussion."
Steve Nieve,steve-nieve,digital-piano,https://pub-8da77878131e4c099bb045b914814926.r2.dev/kawaius/artists/steve_nieve-1.jpg,"Steve Nieve was inducted into the Rock and Roll Hall of Fame in 2003 as a member of Elvis Costello and the Attractions. APPEARS WITH (ON STAGE AND ON RECORDINGS) Steve Nieve – Sting, Paul McCartney, David Bowie, Madness, Squeeze, Burt Bacharach, Bono, Bruce Springsteen, Morressey,
Lou Reed, Annie Clark (St. Vincent), Vanessa Paradis, Robert Wyatt, Francois Hardy, Jane Birkin, Sandy Shaw, Allen Toussaint, Paul Weller, Kirsty Maccoll, Mick Jagger, Smokey Robinson, Barbara Bonney, Laurie Anderson, Chicago Symphony Orchestra, and others….. ""I love the Kawai because it sounds and feels super natural. The grand and upright piano sounds are awesome plus there's a goldmine of additional instruments under the hood, from accordions to xylophones. The cream on the cake is the excellent onboard EFX. Next time you listen to Steve Nieve play live you can bet he's playing a Kawai."" Official Website: http://www.stevenieve.com/beta/file_4.html"
Nichole Nordeman,nichole-nordeman,acoustic-piano,https://pub-8da77878131e4c099bb045b914814926.r2.dev/kawaius/artists/nichole_nordeman-min.jpg,"Contemporary Christian singer-songwriter Nichole Nordeman grew up in Colorado and was working as a waitress in Los Angeles when she entered a contest sponsored by the Gospel Music Association's Academy of Gospel Music Arts, winning with her song, ""Why."" This led to the release of her first album, Wide Eyed, which produced four hits on the Christian adult contemporary charts, sold 130,000 copies, and brought her a Dove nomination for Best New Artist in 1999. She has since won multiple GMA Dove Awards, including two awards for Female Vocalist of the Year. Her best-known songs include ""Why"", ""This Mystery"", ""Holy"", ""Legacy"", ""Brave"", and ""What If"". She also sang a song on the soundtrack Music Inspired by the Chronicles of Narnia, called ""I Will Believe."" Official Website: http://www.nicholenordeman.com/ Facebook: https://www.facebook.com/nicholenordeman Instagram: https://www.instagram.com/nicholenordeman/ Twitter: https://twitter.com/nicholenordeman YouTube: https://www.youtube.com/user/NicholeNordemanVEVO"
Christopher Norton,christopher-norton,acoustic-piano,https://pub-8da77878131e4c099bb045b914814926.r2.dev/kawaius/artists/christopher_norton.jpg,"Christopher Norton is best known for his world-wide smash hit Series Microjazz. His brand-new Series, American Popular Piano, with Scott McBride Smith, brings his talent for composing authentic, appealing, yet educationally sound pieces in popular styles to eleven levels of piano study, including the formative early years, and to a broader base of fundamental musicianship and pianistic skills. Christopher is in high demand for his unique and creative presentations. He has offered sessions ranging from improvisation coaching for grade-school band teachers to adjudicating non-competitive piano festivals with literally thousands of student entries; from offering personal, intensive Masterclass sessions at all levels to lectures in advanced composition. Everywhere he goes, his fresh and uplifting approach to music never fails to inspire and enlighten all who attend. He has presented in literally dozens of countries around the world, with recent touring taking him from Indonesia to Ireland, Singapore to Serbia, Italy to Interlochen, and Ontario to Oslo. Official Website: https://www.facebook.com/christophernortoncomposer/"
OneRepublic,onerepublic,digital-piano,https://pub-8da77878131e4c099bb045b914814926.r2.dev/kawaius/artists/one-republic-scaled.jpg,"GRAMMY® nom OneRepublic has singer-songwriter/lead Ryan Tedder, guitarists Z. Filkins/D. Brown, keys B. Willett, bassist/cellist B. Kutzle & drummer E. Fisher. OneRepublic's latest album, Human, has amassed 2.5 billion+ global streams."
Rae Ann Perez,rae-ann-perez,acoustic-piano,https://pub-8da77878131e4c099bb045b914814926.r2.dev/kawaius/artists/rae_ann_perez.jpg,"While growing up, Rae Ann Perez, had a great love of all styles of music, but especially for jazz. At an early age she was influenced by her parents records of Xaviar Cugat, Stan Getz, Walter Wanderly with Astrud Gilberto, Big Band greats and standard artists like Frank Sinatra and Tony Bennett. Then, her tastes in music expanded to include various world styles and performers such as Dave Brubeck, Oscar Peterson, Bill Evans, Anita O’Day, Randy Crawford, Jimmy Smith, Jimmy McGriff and Chick Corea. Some of Rae Ann’s first professional accomplishments include studio recordings for Neil Diamond, performing with Barry Smith of the Platters, and Sister Rose Cornelius of Brothers Cornelius and Sister Rose. Rae Ann is also a prolific songwriter, vocalist, pianist and arranger utilizing her originals as well as writing new arrangements of familiar tunes. Most recently, Rae Ann Perez, has performed successfully in worldwide venues for corporate giants such as Disney, Microsoft, Cisco Systems, and Paramount Show Services, to name a few. She has also graced the stages of many Las Vegas casinos and been instrumental in studio recordings. Rae Ann has traveled the world entertaining audiences on the worlds most luxurious cruise ships, Jazz Festivals and in many European capitals as a dynamic and professional jazz artist. Official Website: http://www.raeannperez.com/ Facebook: https://www.facebook.com/raeannperez Twitter: https://twitter.com/RaeAnnPerez"
Scars on 45,scars-on-45,digital-piano,https://pub-8da77878131e4c099bb045b914814926.r2.dev/kawaius/artists/scars-on-45.jpg,"Making music was the furthest thing from Scars on 45 co-founder Danny Bemrose’s mind until the professional soccer player for England’s Huddersfield Town F.C. broke his foot at 21 and his world came crashing down. “I was in limbo, without knowing what to do with myself,” he says. It wasn’t the first time that fate would intervene in the band’s formation. Danny put down the soccer ball and picked up for his father’s guitar. “I’m quite an obsessive person. I became kind of addicted,” he says. “I used to lock myself away to write songs and record on four-track recorder.” Those early years led to creation of Scars on 45, a quintet from Leeds, England, that combines the gentle melodic intensity of Snow Patrol or Keane with the added allure of co-ed vocals. Tension, often propelled by drummer Chris Durling’s insistent beat, builds throughout the songs as the emotional ante rises. Hearts are broken and seldom rendered whole again before new wounds pierce through. Highlights on the group’s self-titled, 11-song debut include the gracefully propulsive “Heart on Fire,” on which Danny and fellow lead vocalist Aimee Driver play out a couple’s anguished conversation. “That song came out of nothing,” Danny says. “It just seemed to pour straight out. I must have sung it 4,000 times and it feels fresh every time I sing it. I’m sure one day, I’ll fully understand it."" Danny Bemrose (vocals/guitar) – Stuart Nichols (bass)
David “Nova” Nowakowski (keyboards)
Aimee Driver (vocals) – Chris Durling (drums) Instrument: Kawai MP6 Professional Stage Piano Official Website: http://www.scarson45.com/ Facebook: https://www.facebook.com/ScarsOn45/ Instagram: https://www.instagram.com/scarson45pics/ Twitter: https://twitter.com/scarson45 YouTube: https://www.youtube.com/channel/UCVVzbw3BNaAOxbCIIQqRj5w"
Neil Sedaka,neil-sedaka,acoustic-piano,https://pub-8da77878131e4c099bb045b914814926.r2.dev/kawaius/artists/neil_sedaka.jpg,"Neil Sedaka continues to entertain multi-generational audiences of up to 20,000 people. Illustrative of the ongoing respect he enjoys within the industry, he recently served as the celebrity judge on the hit TV series American Idol. For many of his most important stage performances, Sedaka uses a Kawai KG-3 Plexiglass Grand Piano, which appeals strongly to his seasoned instincts as a showman. “People going to cabarets and nightclubs want more than a beautiful sound,” he explains. “They want a visual treat as well. Visually, my Kawai shows up very well on stage, and it lights beautifully.” Sedaka actually owns two KG-3s. He purchased the instruments in the 1980s after hearing that Ray Charles and several other artists were using them to great effect in their stage shows. “Kawai has a wonderful reputation,” he says. “They make a very respected instrument.” Instrument: KG-3 Plexiglass Grand Piano Official Website: http://www.neilsedaka.com/ Facebook: https://www.facebook.com/neilsedakamusic/ Twitter: https://twitter.com/neilsedaka YouTube: https://www.youtube.com/user/NeilSedakaMusic"
Mark Siegel,mark-siegel,digital-piano,https://pub-8da77878131e4c099bb045b914814926.r2.dev/kawaius/artists/mark_siegel-replace.jpg,"Mark Siegel has very quickly become well known for being the swiss army knife of the Music Industry. He has had his hands in an enormous amount of projects over the past decade. From work both in the studio as a producer/musician and also on the road as a multi instrumentalist, he has found himself behind a multitude of instruments with a large and diverse group of Artists. You can find Mark and his MP7 in a vast collection of past performances including The Today Show, Good Morning America, Billboard Magazine, Rolling Stone Magazine, ARTE TV Berlin Live, Live With Kelly, YouTube Sessions and many more. Mark is currently on the road with the new pop sensation Jacob Whitesides and continues to use his Kawai MP Series models both in the studio and LIVE on the road across the globe. Instrument: Kawai MP7"
Laura Story,laura-story,digital-piano,https://pub-8da77878131e4c099bb045b914814926.r2.dev/kawaius/artists/laura_story.jpg,"There’s no denying some of the blessings in Laura Story’s life. She wrote the No. 1 worship hit “Indescribable” recorded in 2004 by Chris Tomlin, married a handsome athlete named Martin Elvington the next year, and began working in music and women’s ministry at the 4,000-member Perimeter Church in Atlanta. After signing an artist deal with the INO Records, her 2008 national debut won a Dove Award for Inspirational Album and earned Laura two consecutive nominations for Female Vocalist of the Year and has since earned Laura a Grammy Award, a Billboard Music Award and 4 Dove Awards—all blessings, indeed. But amidst that success a brain tumor hospitalized her husband in 2006. The faith Story sang about was put through the unexpected fires of fear and loneliness; most young newlyweds don’t imagine being kept alive at one point by breathing machines or having to find their way through significant post-operative vision and memory loss. Could grace notes resound from such a life-altering struggle? Laura’s incisive new album, Blessings, suggests they do. Instrument: Kawai MP10 Professional Stage Piano Official Website: http://laurastorymusic.com/"
Phil Thompson,phil-thompson,acoustic-piano,https://pub-8da77878131e4c099bb045b914814926.r2.dev/kawaius/artists/phil_thompson.jpg,"As one of the nation's freshest faces to emerge as a pop/instrumental crossover, Phil continues his rigorous tour schedule performing across the globe: from the Royal Imperial Palace in Vienna, to the US Open Tennis Tournament in New York, and most recently headlining for two nights in Las Vegas at Mandalay Bay's executive ""The Lounge"" during their recent UFC Championship event. Phil also recently joined his friends and fellow artists ""The Canadian Tenors"" (as seen on Oprah and Dr. Phil) on their recent tour stop in Minneapolis. Phil's recordings, available in stores and on iTunes, include four full-length albums (Opening Act, Twelve Songs of Christmas, Tunes with a Twist, and Love Themes from the Silver Screen), his new pop-country single The Magic of Christmas Eve, the benefit single for the 35W Bridge Collapse and American Red Cross Final Ride Home, as well as several commercial jingles. Phil continues providing original scores for a variety of projects, which in the past have included the Fox television series ""Blueprint for Green"", as well as the feature length film score for the PBS documentary ""Footsteps – a Journey in Faith."" Instrument: Kawai RX-3 Grand Piano Official Website: http://www.philthompson.com/ Facebook: https://www.facebook.com/PhilThompsonOfficial Instagram: https://www.instagram.com/OfficialPhilThompson/ Twitter: https://twitter.com/phil_thompson YouTube: https://www.youtube.com/user/philthompsonmusic/featured"
Michelle Tumes,michelle-tumes,digital-piano,https://pub-8da77878131e4c099bb045b914814926.r2.dev/kawaius/artists/michelle-tumes.jpg,"Singer and pianist Michelle Tumes may have traveled a long way from her native Australia to make her stunning American debut at the age of 26, but she has remained  close to her roots in classical piano and Christianity. ""Listen,"" Ms. Tumes first album, which Billboard magazine calls ""fresh, heartfelt, and awash in soothing sounds,"" showcases Ms. Tumes' considerable musical talents.  Produced by Dove Award-winning Charlie Peacock and mixed by David Leonard (Shawn Colvin, Indigo Girls), the project combines Ms. Tumes' ethereal vocals, inspired lyric and lavish musical arrangements to evoke a peaceful, flowing sound. Ms. Tumes played her first Kawai piano as a teen-ager, attending a music conservatory, and she's been hooked ever since.  ""I love the tonal character of the Kawai,"" she said.  ""Whenever I can, I use a Kawai on the road."" Instrument: Kawai MP9000 Official Website: http://www.myspace.com/michelletumes"
Alina Uddin,alina-uddin,acoustic-piano,https://pub-8da77878131e4c099bb045b914814926.r2.dev/kawaius/artists/alina_uddin-hi.jpg,"Originally from Ukraine, Alina Uddin is an accomplished pianist, teacher, chamber performer and concertmaster. She has appeared on concert stages throughout the world, including Ukraine, Egypt, Spain, Morocco and America. She began her piano studies at the age of 7 and gave her first solo recital, ""Evening of Waltzes,"" at the age of 11. Other notable performances include at the National Philharmonic of Ukraine, National P.I. Tchaikovsky Music Academy, Kiev’s House of Teachers, and the National Museum of Literature in Ukraine. Alina has taught piano to a wide range of students for over 18 years. Her goal is to enrich the lives of children and others through the understanding and enjoyment of classical music and to serve as an inspiration for the next generation of musicians. Official Website: https://www.youtube.com/user/AlinaUddin"
Scott Watkins,scott-watkins,acoustic-piano,https://pub-8da77878131e4c099bb045b914814926.r2.dev/kawaius/artists/scott_watkins.jpg,"Pianist Scott Watkins’ sophisticated recitals have earned him a reputation for elegance and integrity, and his concerto appearances have been hailed as “fresh, forceful, and exciting.” His US debut occurred in Chicago in 1985 in an all-Bach recital on the Dame Myra Hess Memorial Concert Series, which was broadcast live nationwide over WFMT Radio and PBS. Since then the pianist’s career has taken him to many of the world’s music centers, including New York where he has given solo recitals at Carnegie Hall in 1999, 2005, and 2010. In a review of his debut recording which included music by Beethoven, Schumann, and Liszt, Folio Weekly described Watkins as “a polished player in his prime.” Of his Teatro Colòn recital in Buenos Aires, El Mercurio called it “a colossal performance, impeccably played.” Instrument: Shigeru Kawai EX Concert Piano, Shigeru VI Official Website: http://www.scottwatkinspianist.com/home.html"
Clayton Watson,clayton-watson,acoustic-piano,https://pub-8da77878131e4c099bb045b914814926.r2.dev/kawaius/artists/clayton_watson.jpg,"America's Piano Player, Big Clayton, plays music that brings joy to your soul, a smile to your face, and a dance to your feet. From his pounding Boogie Woogie to his graceful contemporary masterpieces, his music covers all age groups. Big Clayton is a successful entertainer, composer, and producer. He has made appearances on National TV, Radio, and Print alike. Clayton is a self taught prodigy that shows his love of all styles of music in his playing. His roots started with Gospel music where he first started playing then quickly expanded into other genres. With influence of Liberace to Ray Charles to Pinetop Perkins, Big Clayton has successfully created a style of his own. Big Clayton is currently the band director and keyboardist for a national TV program, performs nightly in Branson, Missouri, tours nationally, and is a in-demand studio player. His music has been placed in movies and he has written songs for Television. His latest boogie woogie album received high praise in Living Blues Magazine and is quickly being received as one of the top pianist. ""Big Clayton is the best Blues pianist today!"" said DK Blues Magazine. Jo Ann Castle, from the Lawrence Welk Show, said ""You play with Soul"". Official Website: http://www.bigclayton.com/fr_bigclayton.cfm Facebook: https://www.facebook.com/bigclayton Instagram: https://www.instagram.com/bigclaytonmusic/ Twitter: https://twitter.com/Big88s YouTube: https://www.youtube.com/user/bigclaytonpiano"
Jason D. Williams,jason-d-williams,digital-piano,https://pub-8da77878131e4c099bb045b914814926.r2.dev/kawaius/artists/jason_d_williams.jpg,"Legendary rockabilly pianist Jason D. Williams has joined the ranks of musical artists endorsing Kawai instruments. He has spent a lifetime behind the piano connecting with country and rock 'n' roll greats while creating a persona that's 100% original. Widely regarded as one of today’s best rockabilly piano players, Jason is a spirited, take no prisoners performer. During his 30+ year career, Jason D. Williams has been featured on countless TV and radio programs, from MTV and VH1 to PBS and NPR. He has also been the subject of many news articles, including a feature article in the November 2011 issue of Keyboard magazine. Rolling Stone magazine once noted: “There hasn’t been raw, vintage boogie this solid since Jerry Lee lost his steam in the Seventies."" A wild man onstage, Jason credits influences like Jerry Lee Lewis, Moon Mulligan, Memphis Slim and Al Jolsen for helping to develop his vast repertoire and seemingly endless energy. “I’ve always welcomed the comparisons; my influences were some of the greatest entertainers ever to be seen."" Instrument: Kawai MP10 Professional Stage Piano Official Website: http://www.rockinjasondwilliams.com/"
David Witham,david-witham,digital-piano,https://pub-8da77878131e4c099bb045b914814926.r2.dev/kawaius/artists/david_witham.jpg,"Pianist/composer David Witham has toured and recorded with artists such as George Benson, Lee Ritenour, Michael and Randy Brecker, Patti Austin, Jose Feliciano, Eddie Harris, Charles McPherson, and Joao Bosco, to name only a few. Witham began musical studies at age 7 with Louise Knudsen, and later continued with Alan Broadbent and Jaki Byard. He graduated from the New England Conservatory of Music in 1980, winning awards for excellence in both jazz and contemporary classical music. After touring the world with various pop artists in the ‘80s, Witham became Musical Director for George Benson in 1989. In 2007 he released a solo CD ""Spinning the Circle"" on Cryptogramophone,showing his versatility with jazz, world beat, and jamband influenced originals. Featured on this album are Wilco guitarist Nels Cline, pedal steel master Greg Leisz and drummer Scott Amendola. In addition to a long standing association with the Jeff Gauthier Goatette, Witham also records, composes, and performs with the Ernie Watts Quartet, Jay Anderson, Luis Conte, and his own groups. David is also involved in the Los Angeles recording scene, playing and composing for film, television, and album projects, including Jim Carrey’s “The Mask”, documentaries for PBS, and educational videos. More recently, he was the associate conductor for the show WICKED, and the assistant conductor for the musical version of LION KING, at the historic Pantages Theater in Hollywood. Instrument: Kawai MP10 Professional Stage Piano Official Website: http://www.davidwitham.com/"
Joe Yamada,joe-yamada,acoustic-piano,https://pub-8da77878131e4c099bb045b914814926.r2.dev/kawaius/artists/joe_yamada.jpg,"Fans describe Joe Yamada's music as “enthralling,” ""romantic,"" ""inspiring,"" ""beautiful,"" and ""relaxing."" Whether its live from a concert stage or streaming from online music sites such as Pandora and iTunes, this Seattle area composer has been sharing his solo piano music with the world for over a decade. “Joe Yamada’s music shines directly from his essence&#8230;a kind and soulful man, with a loving touch. He plays thoughtful, understated music, but still stands out from the crowd!”
— David Lanz, Grammy Nominated Pianist ""Joe Yamada’s playing is expressive and colorful without being flashy. The 'flash' is in the sincerity of the music and how it communicates from one soul to the next.""
— Kathy Parsons, MainlyPiano.com ""Yamada's melodies will be singing in your head long after you shut off the music. It is sure to warm your heart, inspire your spirit & grace your soul with peace. Just take a listen!""
— Joe Bongiorno, Piano Haven Studio Instrument: Kawai RX-7 Grand Piano Official Website: http://www.joeyamada.com/ Facebook: https://www.facebook.com/joeyamadamusic YouTube: https://www.youtube.com/channel/UC95lS_bKVcmOg7gemGZWolg"
Joseph Akins,joseph-akins,acoustic-piano,https://pub-8da77878131e4c099bb045b914814926.r2.dev/kawaius/artists/joseph-akins-1.jpg,"Dr. Joseph Akins is a professor, composer, pianist and keyboard player, and has been deeply involved with music all his life. He performed professionally in his family’s country-rock band as a child, toured with classic pop-rock bands after high school, and studied with the best jazz educators while in college. Since, Joseph has taught a variety of music and recording classes at the college level, has composed original music for multiple albums and films, and has performed hundreds of concerts from the smallest venue to the amazing Grand Ole Opry. Today, Joseph divides his time between teaching for the Department of Recording Industry at Middle Tennessee State University, and composing, recording and performing his original music. As a tenured professor at MTSU, he teaches music production and film scoring, and as an award-winning billboard-charting recording artist, he promotes his seven self-released albums of instrumental music, which can be found at www.josephakins.com. &nbsp; Website: www.josephakins.com Facebook: facebook.com/josephakinsmusic Twitter: twitter.com/josephakins"
Dan Haerle,dan-haerle,acoustic-piano,https://pub-8da77878131e4c099bb045b914814926.r2.dev/kawaius/artists/dan-haerle.jpg,"Dan Haerle is a composer, performer, educator and ambassador of jazz piano. He is a Regents professor emeritus of Jazz Studies at the University of North Texas, where he taught 35 years. Haerle is an active jazz clinician nationally and internationally and has written several instructional methods used by thousands of musicians worldwide. The Sammons Center for the Arts in Dallas, Texas, named him 2015 Jazz Artist of the Year. At the 2012 Jazz Education Network (JEN) conference in Louisville, he was recognized, along with Jamey Aebersold, David Baker and Jerry Coker, in the inaugural class of the LeJENds of Jazz Education Award. Haerle was elected a member of the International Association of Jazz Education (IAJE) Hall of Fame in 2003. His participation in a variety of educational programs has benefited countless musicians of all experience levels. Haerle has performed with Clark Terry, Pat Metheny, David Liebman, Freddie Hubbard and numerous other modern jazz leaders. He has recorded multiple albums, featuring his own music as well as jazz standards, with his trio and quartet. Haerle continues to teach jazz piano and improvisation online and he currently serves as the artistic director of the Dallas Jazz Piano Society. He teaches in residencies at colleges and performs concerts with his trio and quartet across the country. Contact Dan at http://www.danhaerle.com."
Yan Shen,yan-shen,acoustic-piano,https://pub-8da77878131e4c099bb045b914814926.r2.dev/kawaius/artists/yan-shen.jpg,
AyseDeniz Gokcin,aysedeniz-gokcin,acoustic-piano,https://pub-8da77878131e4c099bb045b914814926.r2.dev/kawaius/artists/aysedeniz.jpg,"AyseDeniz was considered a child prodigy in her native Turkey and made her concerto debut when she was nine, with the Gordion Chamber Orchestra playing J.S. Bach’s Keyboard Concerto No. 5. ​In 2011, She completed her Masters in Piano Performance at the Royal Academy of Music in London, under the tutelage of Christopher Elton. She received the Maud Hornsby Award, graduated with Merit and completed the LRAM Teaching Certificate. In 2009, she completed her Bachelor’s Degree at Eastman School of Music (Rochester NY), where she received the Howard Hanson and Clements Scholarships as well as the John Celentano Excellence in Chamber Music Award.​AyseDeniz has given concerts around the world, including the Cathedral of Christ The Savior Moscow (Russia); L’Eglise Verbier (Switzerland); Duke’s Hall, Steinway Hall, Kings Place London (UK); Bellapais Antique Monastery (Northern Cyprus); Central Park of Culture Open Air Hall, Lysenko Hall (Kiev, Ukraine); in USA’s PepsiCo Hall (TX), Kilbourn Hall (NY), Harris Hall (CO), Pacific Amphitheater (CA); Teatro Cine (BA, Argentina); Teatro Cine Gouveia, Teatro das Figuras Faro, Centro Cultural de Ãlhavo , Centro Cultural da Gafanha da Nazare (Portugal); Galleria d’Arte Moderna, San Fedele Milan, Teatro Dario Fo Venice, and St. Giorgio Cathedral Palermo (Italy); and in almost all of Turkey’s most important art centres, including Sureyya Opera House, Albert Long Hall, AkSanat, Borusan Music House, The Seed, CRR (Istanbul), State Opera House (Eskisehir) and MEB Sura (Ankara). Upon hearing AyseDeniz’s interpretation of Chopin Sonata No. 3, Nikolai Petrov personally invited her to perform in the Kremlin Palace (Moscow, Russia), a concert that was very well-received and marked a milestone in her career.​Another milestone was after three of her piano arrangements of Pink Floyd songs in the style of Franz Liszt went viral, AyseDeniz attracted the attention of progressive rock listeners, and was featured on Pink Floyd’s Official Facebook Page. At the requests of fans, she completed the ""Pink Floyd Classical Concept” Album, which she performed in Argentina, Ecuador, Bulgaria, Italy, Portugal, Turkey, Germany and the USA. Over 64K Facebook followers, 17K Youtube subscribers and 48K Instagram followers continue to be attracted to her exciting genre-bending projects, and her multiple Youtube videos have gotten millions of views. Follow AyseDeniz: Official Website: http://adpianist.com/ Japan Website: https://www.adpianist.jp/ Borderless Piano: https://www.borderlesspiano.com/https://www.slsborderlesspiano.jp/ Facebook: https://facebook.com/adpianist Instagram: https://instagram.com/adpianist Twitter: https://twitter.com/adpianist YouTube:https://youtube.com/adpianist TikTok: https://tiktok.com/adpianist"
Dr Jelena Vladikovic,dr-jelena-vladikovic,acoustic-piano,https://pub-8da77878131e4c099bb045b914814926.r2.dev/kawaius/artists/jelena-vladikovic.jpg,"Dr. Jelena Vladikovic’s performing and teaching experience spans several decades, two continents, three countries, and four universities. Her students consistently win top awards at regional, national, and international competitions, with many becoming successful musicians. Dr. Vladikovic began her professional concert career as a young teenager by winning the prestigious Yugoslav Piano Competition. She also became the first woman to win the Washington Piano Artist Competition. She regularly plays in solo and chamber recitals, and concerts with orchestra recitals in Europe, Canada, and the US. Her numerous acclaimed teachers include Evgeni Timakin, Pavel Serbyakov, Guido Agosti, François Glorieux, and Robert Silverman. She holds Bachelor and Master of Music degrees in piano performance, a Doctor of Musical Arts degree in piano performance and pedagogy, and a designation as a National Certified Teacher of Music for piano. The National Music Certificate Program (US) recognized Dr. Vladikovic as the Founding Teacher for her “contribution to establishing a national standard for developing musicians in the US.” It has also awarded her a professional designation as a Certified Piano Teaching Specialist for all levels. She served as a member of the Royal Conservatory of Music College of Examiners and adjudicated in both Canada and the US for the program. Dr. Vladikovic is regularly invited to present at local, state, national, and international conferences, including MTNA; ASMTA, World Piano Conference; The American Musicological Society; The Society for Music Theory; and The College Music Society International Conference. Currently on the piano faculty at Grand Canyon University, College of Arts and Media, she also serves as a Subject Matter Expert for piano performance and pedagogy and maintains a small private piano studio. Additionally, she frequently conducts professional development seminars in the US and Canada."
Joey Lieber,joey-lieber,acoustic-piano,https://pub-8da77878131e4c099bb045b914814926.r2.dev/kawaius/artists/joey-lieber.jpg,"From an early age, Joey Lieber knew he was meant to live a life of music and teaching others. Starting to play piano at the age of five, Joey progressed quickly and began playing in a variety of settings, ranging from private parties, music venues, to various ensembles. By the age of 11, he was performing professionally as an accompanist and was an in-demand pianist locally known for his creative use of improvisation. At eighteen, he was a Young Arts Merit Award winner by the National Foundation of Advancement of the Arts (NFAA) for Jazz Piano Performance. Joey graduated Cum Laude with a Bachelor’s of Music from SUNY Purchase. Joey is a pianist/piano teacher who specializes in teaching jazz and improvisation online. He is a known voice and resource regarding improvisation and online teaching, and as an educator has worked with
professors, educators, and students working towards creativity and improvisation. Joey’s Jazz blog has been recognized as one of the top 50 on the internet, and his resources for improvisation and online
teaching have been used around the globe. Some of his work for young students has been published in the popular pedagogy method Piano Safari. He is also a prominent contributor of the app Musico as a
resource for online education. Joey Lieber has studied with Gary Dial, Andy Laverne, Kevin Hays, Donald Vega, and Dr. Joe Utterback as well as numerous other educators."
Antonia Daskalova,antonia-daskalova,acoustic-piano,https://pub-8da77878131e4c099bb045b914814926.r2.dev/kawaius/artists/antonia-daskalova.jpeg,"Dr. Antonia Daskalova was born in Bulgaria where she earned bachelor’s degrees in both Piano Performance and Early Childhood Music Pedagogy.  In 1999 she moved to Minnesota to study with the internationally known Professor Alexander Braginsky at the University of Minnesota (UMN).  After the completion of her master’s degree at UMN in Piano Performance, she moved to British Columbia, Canada where she accepted a position in accompanying.  In 2007 she moved back to Minnesota to complete a doctoral degree in Collective Piano with Professors Timothy Lovelace and Noriko Kawai. Antonia has been an active performer in both solo and chamber music in Bulgaria, Spain, Germany, Great Britain, Canada, and the United States.  She has earned numerous awards from international competitions in both solo piano and chamber ensemble.  Twice awarded the Ude Memorial Scholarship, she was the recipient of several other scholarships during her academic career. After holding a full-time faculty position for six years at McPhail Center for Music in Minneapolis, Dr. Daskalova took a full-time faculty position at Music Art Center San Antonio (MACSA) as well as a staff accompanist at the University of the Incarnate Word (UIW) and Our Lady of the Lake University (OLLU), also located in San Antonio, Texas.  She is a certified Advanced Piano Specialist by the Royal Conservatory of Music (RCM) of Toronto, Canada.  Her piano students are frequently granted the highest scores and results in the state of Texas during examination sessions.  Recent successes of students from her studio include multiple first and second-place awards from local, state and, international competitions.  Dr. Daskalova teaches all levels and abilities. “As a piano teacher, it is my great responsibility to open the minds of my students to the infinity of the world of sound colors.  In the studio the Kawai GX2 grand piano facilitates this with colorful, rich, and lush tones across the entire keyboard.  Its register is well balanced with very little mechanical inertia in the sound.  The GX2 comes alive, even at very low dynamic ranges.  It projects from the lower bloom of the tone to the full range of overtones which gives impressive clarity.  Simply amazing.”"
Steven Curtis Chapman,steven-curtis-chapman,digital-piano,https://pub-8da77878131e4c099bb045b914814926.r2.dev/kawaius/artists/steven-curtis-chapman.jpg,"Steven Curtis Chapman is the most awarded artist in Christian music history. With 59 Gospel Music Association (GMA) Dove Awards, five GRAMMY®Awards, an American Music Award, and 49 No. 1 singles, he has sold more than 11 million records."
